市（州）,县（市、区）,机构名称,机构地址,联系电话,更新时间,,
资阳市,雁江区,小院镇中心卫生院,雁江区小院镇中心街32号,15883216081,49:18.0,,
资阳市,雁江区,老君镇卫生院,资阳市雁江区老君镇君乐街2号,18081698577,49:18.0,,
资阳市,雁江区,丹山镇中心卫生院,资阳市雁江区丹山镇太北街36号,15983226576,49:18.0,,
资阳市,雁江区,保和镇中心卫生院,资阳市雁江区保和镇人民街178号,17390536393,49:18.0,,
资阳市,雁江区,丰裕镇中心卫生院,资阳市雁江区丰裕镇鹿城路164号,15181650191,49:18.0,,
资阳市,雁江区,祥符镇中心卫生院,资阳市雁江区祥符镇南化街1号,13684113601,49:18.0,,
资阳市,雁江区,南津镇中心卫生院,资阳市雁江区南津镇津广路140号,18980388398,49:18.0,,
资阳市,雁江区,新场乡卫生院,资阳市雁江区新场乡团林街103号,18090620206,49:18.0,,
资阳市,雁江区,回龙乡卫生院,资阳市雁江区回龙乡回富街27号、雁江区回龙乡鲁家场镇三合街57号,13659011680,49:18.0,,
资阳市,雁江区,堪嘉镇卫生院,资阳市雁江区堪嘉镇朝阳路228号,13882908163,49:18.0,,
资阳市,雁江区,石岭镇卫生院,石岭镇石贸街184号,18081693093,49:18.0,,
资阳市,雁江区,清水镇卫生院,雁江区清水镇清水河上街,18708299131,49:18.0,,
资阳市,雁江区,忠义镇卫生院,雁江区忠义镇河东场10号、兴民街14、16号,13350695980,49:18.0,,
资阳市,雁江区,碑记镇卫生院,碑记镇场镇,15984217826,49:18.0,,
资阳市,雁江区,东峰镇卫生院,雁江区东峰镇场镇老街二段33号,18227905228,49:18.0,,
资阳市,雁江区,临江镇卫生院,雁江区临江镇石泉街30号清泉场镇、昆仑场镇,18090620106,49:18.0,,
资阳市,雁江区,迎接镇卫生院,雁江区迎接镇顺城路25号,18628807527,49:18.0,,
资阳市,雁江区,松涛镇卫生院,雁江区松涛镇侯家坪,15583965701,49:18.0,,
资阳市,雁江区,三贤祠社区卫生服务中心,资阳市雁江区松涛路二段,17780761159,49:18.0,,
资阳市,雁江区,资溪社区卫生服务中心,资阳市雁江区和平路南段14号,17780761357,49:18.0,,
资阳市,雁江区,莲花社区卫生服务中心,资阳市雁江区正东街42-46号,17780761257,49:18.0,,
资阳市,雁江区,狮子山社区卫生服务中心,资阳市雁江区车城大道三段488号,13982961723,49:18.0,,
资阳市,安岳县,安岳县人民医院,安岳县岳阳镇外南街68号,18190273252,49:18.0,,
资阳市,安岳县,安岳县中医医院,安岳县岳阳镇正北街75号,13568530274,49:18.0,,
资阳市,安岳县,安岳县第三人民医院,安岳县岳阳镇解放街46号,13739436517,49:18.0,,
资阳市,安岳县,安岳县妇幼保健计划生育服务中心,安岳县岳阳镇普州大道186-188号,15182168823,49:18.0,,
资阳市,安岳县,安岳县康复医院,安岳县岳阳镇海慧路257号,18980380008,49:18.0,,
资阳市,安岳县,安岳县龙台镇中心卫生院,安岳县龙台镇长湾街59号,18228414443,49:18.0,,
资阳市,安岳县,安岳县白水乡卫生院,安岳县白水乡河边街53号,18086962048,49:18.0,,
资阳市,安岳县,安岳县林凤镇卫生院,安岳县林凤镇麒凤街55号,15378466606,49:18.0,,
资阳市,安岳县,安岳县东胜乡卫生院,安岳县东胜乡街村,18148077134,49:18.0,,
资阳市,安岳县,安岳县毛家镇卫生院,安岳县毛家镇长林街59号,15884226535,49:18.0,,
资阳市,安岳县,安岳县偏岩乡卫生院,安岳县偏岩乡西街1号,18048884883,49:18.0,,
资阳市,安岳县,安岳县云峰乡卫生院,安岳县云峰乡三堆石街56号,13730724560,49:18.0,,
资阳市,安岳县,安岳县岳新乡卫生院,安岳县岳新乡新兴街56号、高石街,15196593968,49:18.0,,
资阳市,安岳县,安岳县姚市镇卫生院,安岳县姚市镇桂花街238号,15282233482,49:18.0,,
资阳市,安岳县,安岳县通贤镇中心卫生院,安岳县通贤镇北大街南段48号,18980383115,49:18.0,,
资阳市,安岳县,安岳县石鼓乡卫生院,安岳县石鼓乡街村1号,13684123877,49:18.0,,
资阳市,安岳县,安岳县来风乡卫生院,安岳县来凤乡双龙街40号,18382454027,49:18.0,,
资阳市,安岳县,安岳县团结乡卫生院,安岳县团结乡街村,13982957490,49:18.0,,
资阳市,安岳县,安岳县卧佛镇卫生院,安岳县卧佛镇三圣街135号,18982950849,49:18.0,,
资阳市,安岳县,安岳县悦来乡卫生院,安岳县悦来乡悦园街74号,18090600223,49:18.0,,
资阳市,安岳县,安岳县人和镇卫生院,安岳县人和镇交通街85号,18628891789,49:18.0,,
资阳市,安岳县,安岳县天马乡卫生院,安岳县天马乡天府街55号,13118043407,49:18.0,,
资阳市,安岳县,安岳县长河源镇卫生院,安岳县长河源镇正上街68号,18090636179,49:18.0,,
资阳市,安岳县,安岳县石羊镇中心卫生院,安岳县石羊镇惠民街181号,13882941580,49:18.0,,
资阳市,安岳县,安岳县护龙镇卫生院,安岳县护龙镇护新街11号,15928348152,49:18.0,,
资阳市,安岳县,安岳县顶新乡卫生院,安岳县顶新乡银陡街53号,15308393534,49:18.0,,
资阳市,安岳县,安岳县白塔寺乡卫生院,安岳县白塔寺乡天灯街65号,15308371314,49:18.0,,
资阳市,安岳县,安岳县瑞云乡卫生院,安岳县瑞云乡街村,15397716612,49:18.0,,
资阳市,安岳县,安岳县两板桥镇卫生院,安岳县两板桥镇复兴街103号,15283239937,49:18.0,,
资阳市,安岳县,安岳县双龙街乡卫生院,安岳县双龙街乡双青路9号,15892312554,49:18.0,,
资阳市,安岳县,安岳县永清镇中心卫生院,安岳县永清镇顺河街28号,13629010426,49:18.0,,
资阳市,安岳县,安岳县坪河乡卫生院,安岳县坪河乡盐房街,18090633117,49:18.0,,
资阳市,安岳县,安岳县横庙乡卫生院,安岳县横庙乡印子街61号,13882904142,49:18.0,,
资阳市,安岳县,安岳县高升乡卫生院,安岳县高升乡交通街99号,13982900969,49:18.0,,
资阳市,安岳县,安岳县永顺镇卫生院,安岳县永顺镇岳庆街68号,15984213708,49:18.0,,
资阳市,安岳县,安岳县乾龙乡卫生院,安岳县乾龙乡迴龙街2号,18090636280,49:18.0,,
资阳市,安岳县,安岳县李家镇中心卫生院,安岳县李家镇翻身街68号,18708217008,49:18.0,,
资阳市,安岳县,安岳县元坝镇卫生院,安岳县元坝镇水井街15号,15378461987,49:18.0,,
资阳市,安岳县,安岳县护建镇卫生院,安岳县护建镇新街一巷20号,13568555179,49:18.0,,
资阳市,安岳县,安岳县忠义镇卫生院,安岳县忠义镇街村、伍堡村,13982909628,49:18.0,,
资阳市,安岳县,安岳县和平乡卫生院,安岳县和平乡白庙街二段21号,18181370879,49:18.0,,
资阳市,安岳县,安岳县努力乡卫生院,安岳县努力乡民乐西街47号,18628815982,49:18.0,,
资阳市,安岳县,安岳县合义乡卫生院,安岳县合义乡南大街29号,13558937968,49:18.0,,
资阳市,安岳县,安岳县高屋乡卫生院,安岳县高屋乡高正路109号,17390540507,49:18.0,,
资阳市,安岳县,安岳县岳阳镇中心卫生院,安岳县岳阳镇小西街2号,13882938923,49:18.0,,
资阳市,安岳县,安岳县鸳大镇卫生院,安岳县鸳大镇鸳鸯村街72号,18080566628,49:18.0,,
资阳市,安岳县,安岳县城西乡卫生院,安岳县城西乡慈安街29号,18080568877,49:18.0,,
资阳市,安岳县,安岳县城北乡卫生院,安岳县城北乡街村,13547272195,49:18.0,,
资阳市,安岳县,安岳县思贤镇卫生院,安岳县思贤镇马家街77号,18080568879,49:18.0,,
资阳市,安岳县,安岳县石桥铺镇卫生院,安岳县石桥铺镇,18080539498,49:19.0,,
资阳市,安岳县,安岳县兴隆镇中心卫生院,安岳县兴隆镇镇兴街129号,15196589768,49:19.0,,
资阳市,安岳县,安岳县天林镇卫生院,安岳县天林镇老正街181号,18081409055,49:19.0,,
资阳市,安岳县,安岳县共和乡卫生院,安岳县共和乡吉福街189号,15282224610,49:19.0,,
资阳市,安岳县,安岳县天宝乡卫生院,安岳县天宝乡宝兴街79号,15883216862,49:19.0,,
资阳市,安岳县,安岳县鱼龙乡卫生院,安岳县鱼龙乡柏林街13号,18181348273,49:19.0,,
资阳市,安岳县,安岳县协和镇卫生院,安岳县协和镇中和街93号,18090622578,49:19.0,,
资阳市,安岳县,安岳县清流镇卫生院,安岳县清流镇翰林街,13684120448,49:19.0,,
资阳市,安岳县,安岳县周礼镇中心卫生院,安岳县周礼镇牌坊路125号,15378466998,49:19.0,,
资阳市,安岳县,安岳县南薰镇卫生院,安岳县南薰镇薰殿街185号,18581787796,49:19.0,,
资阳市,安岳县,安岳县宝华乡卫生院,安岳县宝华乡禹皇街24号,15378461508,49:19.0,,
资阳市,安岳县,安岳县龙桥乡卫生院,安岳县龙桥乡龙凤路1号,18090624193,49:19.0,,
资阳市,安岳县,安岳县千佛乡卫生院,安岳县千佛乡龙佛街35号,13882912285,49:19.0,,
资阳市,安岳县,安岳县拱桥乡卫生院,安岳县拱桥乡文家街,18090601123,49:19.0,,
资阳市,安岳县,安岳县镇子镇中心卫生院,安岳县镇子镇交通街150号,15082111717,49:19.0,,
资阳市,安岳县,安岳县大平乡卫生院,安岳县大平乡灵圣街2号,18882112093,49:19.0,,
资阳市,安岳县,安岳县九龙乡卫生院,安岳县九龙乡街村,13350692269,49:19.0,,
资阳市,安岳县,安岳县建华乡卫生院,安岳县建华乡腾胜街42号,15908419475,49:19.0,,
资阳市,安岳县,安岳县文化镇卫生院,安岳县文化镇北街26号,13739427717,49:19.0,,
资阳市,安岳县,安岳县岳源乡卫生院,安岳县岳源乡金石街128号,13700940868,49:19.0,,
资阳市,安岳县,安岳县驯龙镇中心卫生院,安岳县驯龙镇鱼栈街108号,13982959201,49:19.0,,
资阳市,安岳县,安岳县华严镇卫生院,安岳县华严镇水码头街38号,15378658392,49:19.0,,
资阳市,安岳县,安岳县自治乡卫生院,安岳县自治乡街村,17628819303,49:19.0,,
资阳市,安岳县,安岳县大埝乡卫生院,安岳县大埝乡长七间街2号,13551712055,49:19.0,,
资阳市,安岳县,安岳县朝阳镇卫生院,安岳县朝阳镇环峰西街100号,15775179570,49:19.0,,
资阳市,乐至县,乐至县人民医院,乐至县天池镇公园路70号,15928419597,49:19.0,,
资阳市,乐至县,乐至县中医医院,乐至县天池镇二环路东一段505号,13518353321,49:19.0,,
资阳市,乐至县,乐至县妇幼保健计划生育服务中心,乐至县天池镇北街112号,13551717338,49:19.0,,
资阳市,乐至县,乐至县精神卫生保健院,乐至县天池镇雷音村一社,15183787943,49:19.0,,
资阳市,乐至县,乐至县石佛镇中心卫生院,乐至县石佛镇太阳路池塘巷47号,18090625817,49:19.0,,
资阳市,乐至县,乐至县宝林镇中心卫生院,乐至县宝林镇宝盛路东一巷31号,18090611810,49:19.0,,
资阳市,乐至县,乐至县回澜镇中心卫生院,乐至县回澜镇上乐街91号,1.59E+11,49:19.0,,
资阳市,乐至县,乐至县大佛镇中心卫生院,乐至县大佛镇大同街15号,18090603030,49:19.0,,
资阳市,乐至县,乐至县良安镇中心卫生院,乐至县良安镇幸福街11#,"1,878,433,169,513,880,000,000",49:19.0,,
资阳市,乐至县,乐至县石湍镇中心卫生院,乐至县石湍镇健康路52号,13568537848,49:19.0,,
资阳市,乐至县,乐至县天池镇中心卫生院,乐至县天池镇川鄂中路180号,13629015876,49:19.0,,
资阳市,乐至县,乐至县童家镇中心卫生院,乐至县童家镇会龙街1号,13547277539,49:19.0,,
资阳市,乐至县,乐至县劳动镇卫生院,乐至县劳动镇将军街17号,18982993197,49:19.0,,
资阳市,乐至县,乐至县东山镇卫生院,乐至县东山镇国道路74号,18090625520,49:19.0,,
资阳市,乐至县,乐至县佛星镇卫生院,乐至县佛星镇龙口村七组,18080561180,49:19.0,,
资阳市,乐至县,乐至县中和场镇卫生院,乐至县中和场镇中和街143号,13795708627,49:19.0,,
资阳市,乐至县,乐至县放生乡卫生院,乐至县放生乡顺河街西段1号,17380250334,49:19.0,,
资阳市,乐至县,乐至县中天镇卫生院,乐至县中天镇人民西路8号,18708236597,49:19.0,,
资阳市,乐至县,乐至县龙门乡卫生院,乐至县龙门乡精忠路13号,13882969909,49:19.0,,
资阳市,乐至县,乐至县蟠龙镇卫生院,乐至县蟠龙镇星子街32号,18080549602,49:19.0,,
资阳市,乐至县,乐至县全胜乡卫生院,乐至县全胜乡棬子街83号,18090628951,49:19.0,,
资阳市,乐至县,乐至县凉水卫生院,乐至县凉水乡简乐路285号,17628829672,49:19.0,,
资阳市,乐至县,乐至县孔雀乡卫生院,乐至县孔雀乡孔雀路48号,18180772077,49:19.0,,
资阳市,乐至县,乐至县龙溪乡卫生院,乐至县龙溪乡街村83号,13882999329,49:19.0,,
资阳市,乐至县,乐至县通旅镇卫生院,乐至县通旅镇青杠岭街,15983211066,49:19.0,,
资阳市,乐至县,乐至县盛池乡卫生院,乐至县盛池乡中林路159号,"1,388,099,069,218,580,000,000",49:19.0,,
资阳市,乐至县,乐至县双河场乡卫生院,乐至县双河场乡幸福路196号,18328242175,49:19.0,,
资阳市,乐至县,乐至县金顺镇卫生院,乐至县金顺镇交通街20号,18190287125,49:19.0,,
资阳市,乐至县,乐至县高寺镇卫生院,乐至县高寺镇街村,18784313727,49:19.0,,
资阳市,乐至县,天池镇城东社区卫生服务中心,乐至县天池镇东街120、122号,13882989491,49:19.0,,
资阳市,乐至县,天池镇城北社区卫生服务中心,乐至县天池镇文庙街16号,18111102576,49:19.0,,
资阳市,乐至县,天池镇城西社区卫生服务中心,乐至县天池镇帅乡大道仙鹤观南侧,19983582129,49:19.0,,
资阳市,乐至县,乐至亲和医院,乐至县天池镇川鄂东路224号,13982953897,49:19.0,,
资阳市,乐至县,乐至上好医院,乐至县天池镇三里皂角村三组,15378652112,49:19.0,,
资阳市,乐至县,乐至博爱医院,乐至县天池镇国华路,18728271687,49:19.0,,
资阳市,乐至县,乐至珑腾医院,乐至县天池镇东街193号、天池镇通达路89号,13982978535,49:19.0,,
资阳市,乐至县,乐至蓝天医院,乐至县天池镇外西街1号,13649012709,49:19.0,,
阿坝州,马尔康,阿坝州人民医院,马尔康市马尔康镇马江街176号,13547730125,49:19.0,,
阿坝州,马尔康,马尔康市人民医院,马尔康市马尔康镇俄尔雅新区绕城路 108号,18048001379,49:19.0,,
阿坝州,马尔康,马尔康市松岗镇卫生院,马尔康市松岗镇松岗村一组,13320677921,49:19.0,,
阿坝州,马尔康,马尔康市草登乡卫生院,马尔康市草登乡代基村二组,18783775694,49:19.0,,
阿坝州,马尔康,马尔康市康山乡卫生院,马尔康市康山乡黄桠村一组,18783749591,49:19.0,,
阿坝州,马尔康,马尔康市日部乡卫生院,马尔康市日部乡中热村二组,15196214983,49:19.0,,
阿坝州,马尔康,马尔康市脚木足乡卫生院,马尔康市脚木足乡沙市村一组,18090150400,49:19.0,,
阿坝州,马尔康,马尔康市龙尔甲乡卫生院,马尔康市龙尔甲乡嘎脚村一组39号,15387689585,49:19.0,,
阿坝州,马尔康,马尔康市沙尔宗镇卫生院,马尔康市沙尔宗镇克萨街27号,18011260076,49:19.0,,
阿坝州,马尔康,马尔康市大藏乡卫生院,马尔康市大藏乡打扒村雪莲街2号,15984724030,49:19.0,,
阿坝州,马尔康,马尔康市党坝乡卫生院,马尔康市党坝乡剑北村盘龙街1-1号,18048007682,49:19.0,,
阿坝州,马尔康,马尔康市白湾乡中心卫生院,马尔康市白湾乡石广东村,13698176038,49:19.0,,
阿坝州,马尔康,马尔康市木尔宗乡卫生院,马尔康市木尔宗乡木尔多村一组,13568797721,49:19.0,,
阿坝州,马尔康,马尔康市马尔康镇卫生院,马尔康镇崇列街68号,18090248807,49:19.0,,
阿坝州,马尔康,马尔康市梭磨乡卫生院,马尔康市梭磨乡木尔溪村嘉绒街14号,15378166930,49:19.0,,
阿坝州,马尔康,马尔康市卓克基卫生院,马尔康市卓克基镇查米村一组,18783746617,49:19.0,,
阿坝州,若尔盖县,若尔盖县人民医院,若尔盖县达扎寺镇更盘路21号,18190255083,49:19.0,,
阿坝州,若尔盖县,若尔盖县藏医院,若尔盖县达扎寺镇麦溪路98号,15984715339,49:19.0,,
阿坝州,若尔盖县,若尔盖县巴西中心卫生院,若尔盖县巴西乡下巴西村长征路35号,18111753958,49:19.0,,
阿坝州,若尔盖县,若尔盖县第二藏医院,若尔盖县红星镇红星街79附1号,13778478531,49:19.0,,
阿坝州,若尔盖县,若尔盖县求吉乡卫生院,若尔盖县求吉乡德翁村,13698171287,49:19.0,,
阿坝州,若尔盖县,若尔盖县阿西茸乡卫生院,若尔盖县阿西茸乡茸戈村,17345536525,49:19.0,,
阿坝州,若尔盖县,若尔盖县包座乡卫生院,若尔盖县包座乡俄若村（包座乡卫生院）,18728215777,49:19.0,,
阿坝州,若尔盖县,若尔盖县班佑乡卫生院,若尔盖县多玛村政府路8号,13550397020,49:19.0,,
阿坝州,若尔盖县,若尔盖县阿西乡卫生院,若尔盖县阿西镇阿西街9号,18783766627,49:19.0,,
阿坝州,若尔盖县,若尔盖县降扎乡卫生院,若尔盖县降扎乡麻塘街6号,18783768108,49:19.0,,
阿坝州,若尔盖县,若尔盖县崇尔乡卫生院,若尔盖县崇尔乡崇尔街8号,13568792106,49:19.0,,
阿坝州,若尔盖县,若尔盖县占哇乡卫生院,若尔盖县占哇乡,13568797628,49:19.0,,
阿坝州,若尔盖县,若尔盖县铁布中心卫生院,若尔盖县铁布镇,13551489833,49:19.0,,
阿坝州,若尔盖县,若尔盖县热尔乡卫生院,若尔盖县热尔街21号,13990428926,49:19.0,,
阿坝州,若尔盖县,若尔盖县唐克中心卫生院,若尔盖县白河街一段7号附1号,15183719552,49:19.0,,
阿坝州,若尔盖县,若尔盖县辖曼镇卫生院,若尔盖县瞎曼镇,19920260113,49:19.0,,
阿坝州,若尔盖县,若尔盖县嫩哇乡卫生院,若尔盖县嫩哇乡塔哇村,15984712136,49:19.0,,
阿坝州,若尔盖县,若尔盖县麦溪乡卫生院,若尔盖县麦溪乡卫生院俄藏村一组 90号,13541562553,49:19.0,,
阿坝州,若尔盖县,若尔盖县疾病预防控制中心,若尔盖县达扎寺镇商业街,13990439966,49:19.0,,
阿坝州,若尔盖县,若尔盖县社区卫生服务中心,若尔盖县达扎寺镇商业街,13558587797,49:19.0,,
阿坝州,若尔盖县,若尔盖县妇幼保健计划生育服务中心,若尔盖县达扎寺镇商业街3号,18090243782,49:19.0,,
阿坝州,壤塘县,壤塘县人民医院,壤塘县罗吾塘中街180号,18380538139,49:19.0,,
阿坝州,壤塘县,壤塘县藏医院,壤塘县壤柯镇,13558587011,49:19.0,,
阿坝州,壤塘县,壤塘县蒲西乡卫生院,壤塘县蒲西乡,18161379912,49:19.0,,
阿坝州,壤塘县,壤塘县岗木达乡卫生院,壤塘县岗木达乡,18728227712,49:19.0,,
阿坝州,壤塘县,壤塘县中壤塘镇卫生院,壤塘县中壤塘镇,18990409124,49:19.0,,
阿坝州,壤塘县,壤塘县尕多乡卫生院,壤塘县尕多乡,18380191337,49:19.0,,
阿坝州,壤塘县,壤塘县上壤塘乡卫生院,壤塘县上壤塘乡,15388458221,49:19.0,,
阿坝州,壤塘县,壤塘县茸木达乡卫生院,壤塘县茸木达乡,18780001536,49:19.0,,
阿坝州,壤塘县,壤塘县石里乡卫生院,壤塘县石里乡,18783766437,49:19.0,,
阿坝州,壤塘县,壤塘县宗科乡卫生院,壤塘县宗科乡,15082502321,49:19.0,,
阿坝州,壤塘县,壤塘县上寨中心卫生院,壤塘县蒲西乡,18015768203,49:19.0,,
阿坝州,壤塘县,壤塘县吾依乡卫生院,壤塘县吾依乡,17381702435,49:19.0,,
阿坝州,壤塘县,壤塘县南木达镇中心卫生院,壤塘县南木达镇,15884090444,49:19.0,,
阿坝州,壤塘县,壤塘县上杜柯乡卫生院,壤塘县上杜柯乡,18208248673,49:19.0,,
阿坝州,壤塘县,壤塘县妇幼保健院,壤塘县壤柯镇,18090243330,49:19.0,,
阿坝州,金川县,金川人民医院,金川县勒乌镇安顺村4组98号,15183725431,49:19.0,,
阿坝州,金川县,金川县毛日乡卫生院,金川县毛日乡毛日村,13548382688,49:19.0,,
阿坝州,金川县,金川县太阳河卫生院,太阳河乡松都村,18780085557,49:19.0,,
阿坝州,金川县,金川县观音桥镇中心卫生院,金川县观音桥镇麦斯卡村,15108172893,49:19.0,,
阿坝州,金川县,金川县俄日乡卫生院,金川县俄热乡因不汝村一组,18202891110,49:19.0,,
阿坝州,金川县,金川县阿科里卫生院,阿科里乡铁基村二组48号,15281510120,49:19.0,,
阿坝州,金川县,金川县卡拉足卫生院,卡拉足玛目都村,18111759577,49:19.0,,
阿坝州,金川县,金川县撒瓦脚卫生院,金川县撒瓦脚乡木赤村,18783740242,49:19.0,,
阿坝州,金川县,金川县二嘎里卫生院,金川县二嘎里乡二嘎里村,18728224603,49:19.0,,
阿坝州,金川县,金川县集沐乡卫生院,金川县集沐乡雅京村,18190250313,49:19.0,,
阿坝州,金川县,金川县勒乌镇第一卫生院,金川县勒乌镇新街49号,18090237057,49:19.0,,
阿坝州,金川县,金川县勒乌镇第二卫生院,金川县勒乌镇前锋村,13698176146,49:19.0,,
阿坝州,金川县,金川县庆宁乡卫生院,金川县庆宁乡庆宁村一组19号,13698176146,49:19.0,,
阿坝州,金川县,金川县沙尔乡中心卫生院,金川县沙耳乡沙尔尼村一组190号,15387681802,49:19.0,,
阿坝州,金川县,金川县万林乡卫生院,金川县勒乌镇二甲村,19990404576,49:19.0,,
阿坝州,金川县,金川县河东乡卫生院,金川县河东乡八字口村,18090220835,49:19.0,,
阿坝州,金川县,金川县咯尔乡卫生院,金川县咯尔乡复兴村,13558587234,49:19.0,,
阿坝州,金川县,金川县河西乡卫生院,金川县河西乡甲咱村,15283728350,49:19.0,,
阿坝州,金川县,金川县安宁镇中心卫生院,金川县安宁镇文化路35号,15309047376,49:19.0,,
阿坝州,金川县,金川县卡撒乡卫生院,金川县卡撒乡巴拉塘村,13350441528,49:19.0,,
阿坝州,金川县,金川县独松乡卫生院,金川县独松乡卡拉塘村,18728243343,49:19.0,,
阿坝州,金川县,金川县马尔邦卫生院,金川县马尔邦乡八角塘村,18227708886,49:19.0,,
阿坝州,金川县,金川县马奈乡卫生院,金川县马奈乡卡卡足村,18090246658,49:19.0,,
阿坝州,金川县,金川县曾达乡卫生院,金川县曾达乡曾达村三组32号,18728240812,49:19.0,,
阿坝州,茂县,茂县人民医院,茂县凤仪镇北大街284号,18990434545,49:19.0,,
阿坝州,茂县,茂县中医医院,茂县凤仪镇并州路132号,13551487766,49:19.0,,
阿坝州,茂县,茂县妇计中心,茂县凤仪镇前进街21号,13990441686,49:19.0,,
阿坝州,茂县,兴富医院,茂县凤仪镇禹羌大道北段新汽车站 1号楼,17711265737,49:19.0,,
阿坝州,茂县,春林医院,茂县凤仪镇三晋路419号,19162699620,49:19.0,,
阿坝州,茂县,茂县白溪乡卫生院,茂县沙坝镇白溪村,13350446901,49:19.0,,
阿坝州,茂县,茂县三龙乡卫生院,茂县沙坝镇纳呼村,15984715369,49:19.0,,
阿坝州,茂县,茂县飞虹乡卫生院,茂县沟口镇松基堡村,15228786966,49:19.0,,
阿坝州,茂县,茂县黑虎乡卫生院,茂县黑虎镇小河坝村,18783721361,49:19.0,,
阿坝州,茂县,茂县洼底乡卫生院,茂县洼底镇洼底村,18090241685,49:19.0,,
阿坝州,茂县,茂县沙坝中心卫生院,茂县沙坝镇回龙村,18384231852,49:19.0,,
阿坝州,茂县,茂县赤不苏中心卫生院,茂县赤不苏镇通河坝村,18783744358,49:19.0,,
阿坝州,茂县,茂县南新中心卫生院,茂县南新镇白水村,13990441524,49:19.0,,
阿坝州,茂县,茂县渭门乡卫生院,茂县渭门镇渭门村,13882481573,49:19.0,,
阿坝州,茂县,茂县宗渠卫生院,茂县凤仪镇宗渠村,13408374770,49:19.0,,
阿坝州,茂县,茂县较场中心卫生院,茂县叠溪镇较场村,15983701299,49:19.0,,
阿坝州,茂县,茂县太平镇卫生院,茂县叠溪镇太平村,18783734009,49:19.0,,
阿坝州,茂县,茂县石大关乡卫生院,茂县叠溪镇石大关村,18283778881,49:19.0,,
阿坝州,茂县,茂县松坪沟乡卫生院,茂县叠溪镇二八溪村,13408370605,49:19.0,,
阿坝州,茂县,茂县土门中心卫生院,茂县富顺镇甘沟村,18990434335,49:19.0,,
阿坝州,茂县,茂县土门镇卫生院,茂县土门镇建设村,18090238876,49:19.0,,
阿坝州,茂县,茂县光明镇卫生院,茂县富顺镇马蹄村,18783711556,49:19.0,,
阿坝州,茂县,茂县东兴乡卫生院,茂县土门镇亚坪村,18090711126,49:19.0,,
阿坝州,茂县,茂县永和乡卫生院,茂县渭门镇永宁村,18190269426,49:19.0,,
阿坝州,茂县,茂县沟口乡卫生院,茂县沟口镇刁林村,13540995026,49:19.0,,
阿坝州,茂县,茂县曲谷乡卫生院,茂县赤不苏镇河坝村,18784352078,49:19.0,,
阿坝州,松潘县,松潘县中藏医院,松潘县川主寺镇漳腊新区,13547738102,49:19.0,,
阿坝州,松潘县,松潘县人民医院,松潘县进安镇城北新区003号,18909043563,49:19.0,,
阿坝州,松潘县,松潘县妇幼保健计划生育服务中心,松潘县进安镇城北新,13548387995,49:19.0,,
阿坝州,松潘县,松潘县白羊乡卫生院,松潘县白羊乡溜索头村,13882707157,49:19.0,,
阿坝州,松潘县,松潘县草原乡卫生院,松潘县毛儿盖镇草原村1组,13568782132,49:19.0,,
阿坝州,松潘县,松潘县大姓乡卫生院,松潘县大姓乡云昌村,13438269996,49:19.0,,
阿坝州,松潘县,松潘县大寨乡卫生院,松潘县大寨乡水草坝村,18227717774,49:19.0,,
阿坝州,松潘县,松潘县红土乡中心卫生院,松潘县红土乡热窝村校场坝,18783700900,49:19.0,,
阿坝州,松潘县,松潘县红扎乡中心卫生院,松潘县红土镇红扎村卫生院,15281507907,49:19.0,,
阿坝州,松潘县,松潘县黄龙卫生院,松潘县黄龙乡三舍驿村,18190259332,49:19.0,,
阿坝州,松潘县,松潘县岷江乡卫生院,松潘县岷江乡岷江村,13568791525,49:19.0,,
阿坝州,松潘县,松潘县牟尼乡卫生院,松潘县牟尼乡中寨村037号,15983715868,49:19.0,,
阿坝州,松潘县,松潘县青云镇卫生院,松潘县青云镇红花村,13408373019,49:19.0,,
阿坝州,松潘县,松潘县山巴乡卫生院,松潘县山巴乡山巴村,13990420189,49:19.0,,
阿坝州,松潘县,松潘县施家堡乡卫生院,松潘县施家堡乡四望堡村111号,18783751027,49:19.0,,
阿坝州,松潘县,松潘县十里乡卫生院,松潘县十里乡火烧屯村,13882490970,49:19.0,,
阿坝州,松潘县,松潘县水晶乡卫生院,松潘县水晶乡祁命村,15388452502,49:19.0,,
阿坝州,松潘县,松潘县下八寨乡卫生院,松潘县下八寨乡格丫村,17345510298,49:19.0,,
阿坝州,松潘县,松潘县小河中心卫生院,松潘县小河镇丰河村,18783756685,49:19.0,,
阿坝州,松潘县,松潘县燕云乡卫生院,松潘县燕云乡卡龙村100号,13568781327,49:19.0,,
阿坝州,松潘县,松潘县镇江乡中心卫生院,松潘县镇江关乡镇江一村,19938796873,49:19.0,,
阿坝州,松潘县,松潘县镇坪乡卫生院,松潘县镇坪乡镇坪村,15882017112,49:19.0,,
阿坝州,松潘县,松潘县毛儿盖镇中心卫生院,松潘县毛儿盖镇克藏村,17338923510,49:19.0,,
阿坝州,松潘县,松潘县小姓卫生院,松潘县小姓乡稗子寺,13678372233,49:19.0,,
阿坝州,松潘县,松潘县安宏乡卫生院,松潘县安宏乡安宏村一组1号,13688173416,49:19.0,,
阿坝州,小金县,小金县人民医院,小金县美兴镇石灰村,15309040991,8372795683,49:19.0,
阿坝州,小金县,小金县中藏医院,小金县美兴镇江西路喇嘛寺,15984708735,49:19.0,,
